edition_1,title_1,authors_1,imprint_place_1,imprint_year_1,imprint_publisher_1,edition_status_1,notes_1,edition_2,title_2,authors_2,imprint_place_2,imprint_year_2,imprint_publisher_2,edition_status_2,notes_2,osa,cos
nbk0016113,"Abregé Chronologique de l’histoire de France, par le Sieur De Mezeray, historiographe de la France","Mézeray, Franc?ois Eudes [de] (Primary); Limiers, Henri Philippe de (Secondary)",Amsterdam,1740,David Mortier,Probable,"The title, secondary author, place, publisher, year and number of pages, updated after Worldcat [OCLC 758714602]. Wolrdcat says 'Le tome 4 est l'oeuvre d'Henri-Philippe de Limiers, la ""Vie de Francois Eudes, surnomme? Me?zeray"" est de Daniel de Larroque, d'apre?s Barbier'.",nbk0013798,Abregé Chronologique de l’histoire de France par le Sr. de Mezeray historiographe de France nouvelle edition augmentée,"Mézeray, Franc?ois Eudes [de] (Primary)",Amsterdam,1740,David Mortier,Certain,Pirate edition. Edition details as in source data.  May be a false imprint.  Publisher status: Libraire.,0.96,0.9943185593475575
nbk0011938,"Histoire romaine, depuis la fondation de Rome jusqu'à la bataille d'Actium: c'est-à-dire jusqu'à la fin de la République: par M. Rollin ancien Recteur de l’Université de Paris Professeur d’eloquence au College Royal et associé à l’academie des inscriptions et belles lettres","Crevier, Jean Baptiste Louis (Primary); Rollin, Charles (Primary)",Paris,1741,la veuve Estienne,Certain,Pirate edition. Edition details as in source data.  May be a false imprint.  Claims to be published ‘avec approbation et privilege’.,bk0002268,"Histoire romaine, depuis la fondation de Rome jusqu'à la bataille d'Actium, c'est-à-dire jusqu'à la fin de la République, par M. Rollin","Crevier, Jean Baptiste Louis (Primary); Rollin, Charles (Primary)",Paris,1741,,Certain,,1,1
nbk0011956,"Meditations et sentiments sur la communion pour servir de preparation aux personnes de piété qui s’en approchent souvent, augmentées à la fin de chaque meditation avec les actions de graces et de meditations d’un solitaire en retraite pendant l’octave du St Sacrament, |revûes, corrigées et augmentées par le père R. B. Avrillon, Minime","Avrillon, R. B. (Primary)",Paris,1741,"Pierres, D. A.",Certain,Pirate edition.  Details as in source data.  Imprint may be false.  Claims to be published ;avec approbation et privilege du Roi'.,nbk0011750,"Meditations et sentiments sur la communion pour servir de preparation aux personnes de piété qui s’en approchent souvent, augmentées à la fin de chaque meditation avec les actions de graces et de meditations d’un solitaire en retraite pendant l’octave du St Sacrament, |revûes, corrigées et augmentées par le père R. B. Avrillon, Minime","Avrillon, R. B. (Primary)",Paris,1741,"Pierres, D. A.",Certain,Pirate edition.  Details as in source data.  Imprint may be false.  Claims to be published avec approbation et privilege du Roi.,1,1
nbk0014299,Theatre (le) Anglois,"La Place, Pierre Antoine de (Translator)",Londres; Paris (?),1746-1749,"Pissot, Veuve",Probable,"The translator, place, publisher, and format, updated after Worldcat [OCLC 461191182]. Worldcat records suggest pirate edition.",nbk0014080,Theatre (le) Anglois,"La Place, Pierre Antoine de (Translator)",Londres,1746,"",Probable,"The author, place and date, updated after Worldcat [OCLC 367481017]. Worldcat records suggest the existence of an 8 vol. edition published between 1746-1749 'Avec approbation",1,1
nbk0016335,Theatre de feu Monsieur Boursault,"Boursault, Edme (Primary)",Paris,1746,par la Compagnie des libraires,Probable,"The title, place, publisher, year and number of volumes updated after Worldcat [OCLC  	457122144].",nbk0016161,Theatre de feu Monsieur Boursault,"Boursault, Edme (Primary)",Paris,1746,par la Compagnie des libraires,Probable,"The title, place, publisher, year and number of volumes updated after Worldcat [OCLC 14180470].",1,1
nbk0011902,"Histoire du chevalier des Grieux, et de Manon Lescaut","Prévost, Antoine François (Primary)",Amsterdam,1753,aux depens de la compagnie,Certain,Pirate edition. Edition details as in source data.  May be a false imprint.,bk0001626,"Histoire du chevalier des Grieux, et de Manon Lescaut","Prévost, Antoine François (Primary)",Amsterdam,1753,,Certain,,1,1
nbk0013270,Imitation (l') de Jesus Christ traduction nouvelle par le R. p. de Gonnelieu nouvelle edition,"Thomas à Kempis (Primary); Gonnelieu,  Jérome de (Secondary)",Bruxelles,1753,Eugene Frick,Certain,Pirate edition. Edition details as in source data.  May be a false imprint.  Claims to be published ‘avec approbation'.  Publisher status: imprimeur Libraire.  Page nos. updated after Worldcat (OCLC 561555537).  Source data gives format as 'grand in-12'.,nbk0013223,Imitation (l') de Jesus Christ traduction nouvelle par le R. P. Gonnelieu de la compagnie de Jesus,"Thomas à Kempis (Primary); Gonnelieu, Jérôme de (Translator)",Paris,1753,Claude Robustel,Certain,Pirate edition. Edition details as in source data.  May be a false imprint.  Claims to be published ‘avec approbation et privilege'.  Publisher address: Rue St Jacques.,1,1
nbk0013795,Essais sur l’histoire universelle depuis Charlemagne attribué à M. de Voltaire Gentilhomme ordinaire de la Chambre du Roy etc. nouvelle edition corrigée et augmentée,,Geneva,1754,Claude Philibert,Certain,Pirate edition. Edition details as in source data.  May be a false imprint.,nbk0013794,Essais sur l’histoire universelle depuis Charlemagne attribué à M. de Voltaire Gentilhomme ordinaire de la Chambre du Roy etc. nouvelle edition corrigée et augmentée,,Geneva,1754,Claude Philibert,Certain,Pirate edition. Edition details as in source data.  May be a false imprint.,1,1
nbk0014632,Poesies sacrées de M. L*F***[Le Franc de Pompignan],"Le Franc de Pompignan, Jean-Jacques (Primary)",Paris,1754,"",Certain,The full title updated after Worldcat [OCLC 759614190]. All other details after source data.,nbk0014631,Poesies sacrées de M. L*F***[Le Franc de Pompignan],"Le Franc de Pompignan, Jean-Jacques (Primary)",Paris,1754,Chaubert,Certain,"The title, publisher, number of pages updated after Worldcat [OCLC 	759614190].",1,1
nbk0012550,Satyres et oeuvres de Boileau,"Boileau, Nicholas (Primary)",Amsterdam,1756,"",Probable,"Pirate edition. Edition details as in source data.  May be a false imprint.  Source data does not give name of publisher, format or no. of vols.",nbk0012365,Satyres et oeuvres de Boileau,"Boileau, Nicholas (Primary)",Amsterdam,1756,"",Probable,Pirate edition. Edition details as in source data.  May be a false imprint.  Source data does not give name of publisher.,1,1
nbk0012995,Imitation (l') de Jesus Christ traduction nouvelle par le P. Lallemant de la C. de Jesus augmentées des prieres durant la Ste Messe,"Thomas à Kempis (Primary); Lallemant, Jacques Philippe (Translator)",Paris,1756,par la société des libraires,Certain,Pirate edition. Edition details as in source data.  May be a false imprint.  Claims to be published ‘avec approbation et privilege du roy’.,nbk0012953,Imitation (l') de Jesus Christ traduction nouvelle par le Pere Lalemant de la Compagnie de Jesus avec de Pratique et des prieres à la fin de chaque chapitre par le Père Gonelieu de la même compagnie augmentée des Prieres durant le Ste Messe,"Thomas à Kempis (Primary); Gonnelieu,  Jérome de (Translator); Lallemant, Jacques Philippe (Translator)",Paris,1756,par la société des libraires,Certain,Pirate edition. Edition details as in source data.  May be a false imprint.  Claims to be published ‘avec approbation et privilege du roi’.,1,1
nbk0015144,"Ecole de la cavalerie, contenant la connoissance, l'instruction, et la conservation du cheval","Guérinière, François Robichon (de la) (Primary)",Paris,1756,par la Compagnie,Probable,"The title, author, place, publisher and year updated after Worldcat [OCLC 900900028]. The format after source data. Worldcat also says about same edition 'Imprint: A Paris, Par la Compagnie. 1756. (Keerzijde titelbl.: Chez Desaint & Saillaint, rue S. Jean de Beauvais. Prault, fils ai?ne?, Quai de Conti. Ganeau, rue Saint Severin. Durand, rue du Foin. Delormel, rue du Foin. Hochereau, ai?ne?, Quai de Conti. Robustel, Quai des Augustins. Pissot, Quai de Conti'.",nbk0015143,"Ecole de la cavalerie, contenant la connoissance, l'instruction, et la conservation du cheval","Guérinière, François Robichon (de la) (Primary)",Paris,1756,par la Compagnie,Probable,"The title, author, place, publisher and year updated after Worldcat [OCLC 900900028]. The format after source data. Worldcat says ' 	Imprint: A Paris, Par la Compagnie. 1756. (Keerzijde titelbl.: Chez Desaint & Saillaint, rue S. Jean de Beauvais. Prault, fils ai?ne?, Quai de Conti. Ganeau, rue Saint Severin. Durand, rue du Foin. Delormel, rue du Foin. Hochereau, ai?ne?, Quai de Conti. Robustel, Quai des Augustins. Pissot, Quai de Conti'.",1,1
nbk0015426,Thesaurus rerum Suevicarum s. dissertationum selectarum,"Wegelin, Johann Reinhard (Primary)",Lindau,1756-1760,"",Probable,"The full title, author, edition type, place, year and number of volumes, updated after Worldcat [OCLC 504810069].",nbk0015425,Thesaurus rerum Suevicarum s. dissertationum selectarum,"Wegelin, Johann Reinhard (Primary)",Lindau,1756-1760,"",Probable,"The full title, author, edition type, place, year and number of volumes, updated after Worldcat [OCLC  	754149747].",1,1
nbk0013650,Epitres et Evangiles,[Bible] (Primary),Paris,1757,Durand,Certain,Pirate edition. Edition details as in source data.  May be a false imprint.,nbk0013272,Epitres et Evangiles,[Bible] (Primary),Paris,1757,Laurent Rondet,Certain,Pirate edition. Edition details as in source data.  May be a false imprint.  Claims to be published ‘avec approbation et privilege du roi’. Publisher address: rue S. Jacques.,1,1
nbk0014070,"Oeuvres posthumes de Mons. de *** contenant ses harangues au Palais, ses discours académiques non omnis moriar hor","Glatigny, Gabriel de (Primary)",Lyon,1757,frères Duplain,Probable,"Place, publishers, date, updated after Worldcat [OCLC 457946615].  Worldcat mentions format in-8 and in-12. Worlcat mentions claims to be published with privilege et approbation du roi.",nbk0013837,"Oeuvres posthumes de Mons. de *** contenant ses harangues au Palais, ses discours académiques non omnis moriar hor","Glatigny, Gabriel de (Primary)",Lyon,1757,frères Duplain,Certain,Pirate edition. Edition details as in source data.  May be a false imprint.  Claims to be published ‘avec approbation et privilege du roi’. Publisher address: rue Merciere.  Author updated after Worldcat editions.,1,1
nbk0018926,Elementa physiologiae medicae in usum praelectionum academicarum concinnata,"Hamberger, Georg Erhard (Primary)",Jena,1757,T.W.E. Guth,Probable,"Apart from format from source data, all information after Worldcat [OCLC  	26507839]. Worldcat says 'According to Dezeimeris, this abridgement of 'Physiologia' was commenced by the author, continued from chapter 8 after his death by 'Kessel', and completed by J.F. Faselius. 'Kessel' is evidently Johann Friedrich Kessel [d. 1756?], confused by Adelung with C.H. Kessel [1719-54].'",nbk0018925,Elementa physiologiae medicae in usum praelectionum academicarum concinnata,"Hamberger, Georg Erhard (Primary)",Jena,1757,T.W.E. Guth,Probable,"All information after Worldcat [OCLC  	26507839]. Worldcat says 'According to Dezeimeris, this abridgement of 'Physiologia' was commenced by the author, continued from chapter 8 after his death by 'Kessel', and completed by J.F. Faselius. 'Kessel' is evidently Johann Friedrich Kessel [d. 1756?], confused by Adelung with C.H. Kessel [1719-54].'",1,1
nbk0013362,Oeuvres de la Chaussee,"La Chaussée, Pierre-Claude (Primary)",Amsterdam,1757,"",Certain,Pirate edition. Edition details as in source data.  May be a false imprint.,nbk0012415,Oeuvres de La Chaussée,"La Chaussée, Pierre-Claude (Primary)",Amsterdam,1757,aux depens de la compagnie,Certain,Pirate edition. Edition details as in source data.  May be a false imprint.,0.9090909090909091,0.9656157585206696
nbk0016296,"Mémoires de M. de Bordeaux, intendant des finances, par M. G. D. C.","Courtilz de Sandras, Gatien [de] (Primary)",Amsterdam; Paris,1758,par la compagnie,Certain,"The title, author, place, publisher, year and number of pages, updated after Worldcat [OCLC 493351111]. Worldcat says 'Le tome IV exise en deux e?tats : avec anecdote sur la famille Berrier (p. 266-277) commenc?ant par les mots ""Outre le duche? de Mazarin"" et finissant par les mots ""dont les uns y pre?tendirent ouvertement, et les autres en secret"" ; sans cette anecdote dont la suppression entrai?na la re?impression des p. 265 a? la fin.'",nbk0014130,"Mémoires de M. de Bordeaux, intendant des finances, par M. G. D. C.","Courtilz de Sandras, Gatien [de] (Primary)",Amsterdam,1758,par la compagnie,Probable,"Source data gives format and short title; the title, author, place, year, publisher, updated after Worldcat [OCLC 844217103].",1,1
